iter	Logloss
145	0.09005436436
146	0.08999572097
147	0.08992786352
148	0.08983829784
149	0.08974778797
150	0.08964869102
151	0.0895840725
152	0.0894568764
153	0.08935255682
154	0.08929494666
155	0.08918517577
156	0.08913624081
157	0.08908193111
158	0.08891410547
159	0.08882641481
160	0.08876632069
161	0.08868516107
162	0.08859932401
163	0.08851099601
164	0.08839471384
165	0.08834115213
166	0.08828973109
167	0.0882205126
168	0.08818248895
169	0.0880880728
170	0.087962883
171	0.08790685682
172	0.08782107902
173	0.08777399431
174	0.08770350592
175	0.08764315946
176	0.08749312077
177	0.08744043495
178	0.08731986792
179	0.08723044704
180	0.08716110755
181	0.08709217489
182	0.08698864762
183	0.08690589401
184	0.08683858877
185	0.08677615012
186	0.08669665362
187	0.08662905969
188	0.08655291075
189	0.08650426064
190	0.0863966451
191	0.08633292794
192	0.08628160639
193	0.0861948776
194	0.08612536084
195	0.08604675658
196	0.08596886777
197	0.08586735623
198	0.08578135474
199	0.08569279608
200	0.08563276915
201	0.08553677863
202	0.08546238567
203	0.08538078652
204	0.08528596672
205	0.08518472566
206	0.08509682355
207	0.08498891421
208	0.08492513949
209	0.08481822839
210	0.0847587644
211	0.08469663459
212	0.08460047391
213	0.08454405412
214	0.08446456253
215	0.08440165176
216	0.08432384449
217	0.08420173855
218	0.08417343735
219	0.0841108682
220	0.0840110867
221	0.08396222962
222	0.08389584407
223	0.08383415457
224	0.08378454465
225	0.08369680142
226	0.08365423098
227	0.08357583603
228	0.08348871658
229	0.08344323028
230	0.08333857574
231	0.08327769012
232	0.08321774529
233	0.08318015191
234	0.08314065152
235	0.08301471288
236	0.08293666125
237	0.08286511268
238	0.08276244189
239	0.08268447625
240	0.08260783002
241	0.08252056772
242	0.08246034784
243	0.08236912307
244	0.08229733395
245	0.0822142946
246	0.08213196783
247	0.08207509495
248	0.08200601002
249	0.08196126383
250	0.08185191253
251	0.08179713339
252	0.08174328489
253	0.08169825704
254	0.08163065695
255	0.08151791021
256	0.08143138064
257	0.08136056598
258	0.08127219143
259	0.08116530067
260	0.0811293873
261	0.08107947684
262	0.08100643437
263	0.08098849349
264	0.080958856
265	0.08092394917
266	0.08083700472
267	0.08078278725
268	0.08069152143
269	0.08059631424
270	0.0805720911
271	0.08049492675
272	0.08037679025
273	0.08032665227
274	0.08026813531
275	0.08021360327
276	0.08013286038
277	0.08002708514
278	0.07996201226
279	0.07985300405
280	0.07980912523
281	0.07974286045
282	0.07968552039
283	0.07957924707
284	0.07955168738
285	0.07949596531
286	0.07935272686
287	0.07923435897
288	0.07914660814
289	0.07906251959
290	0.07898759277
291	0.07894287022
292	0.07886488439
293	0.07879126715
294	0.07869261588
295	0.07862816761
296	0.07856322514
297	0.07851230226
298	0.07843293568
299	0.07835180026
300	0.0782618319
301	0.07816405057
302	0.07807447023
303	0.07800081498
304	0.07790217353
305	0.07784208352
306	0.07774028498
307	0.07766177035
308	0.07760097884
309	0.07755562692
310	0.07746781286
311	0.07741894613
312	0.07736828539
313	0.07728782942
314	0.07722098871
315	0.07714962468
316	0.07710009837
317	0.07705990488
318	0.07699782691
319	0.07691278116
320	0.07681775767
321	0.07671897787
322	0.07664912893
323	0.07660468517
324	0.07652426458
325	0.07645869229
326	0.07641975043
327	0.0763664617
328	0.07630965606
329	0.07621508004
330	0.07615602326
331	0.07609797125
332	0.07602143368
333	0.07597126758
334	0.0759047755
335	0.07588154351
336	0.07581933647
337	0.0757692167
338	0.07566779472
339	0.07560530242
340	0.07555799377
341	0.07546652906
342	0.07538149554
343	0.07531371639
344	0.07525052848
345	0.0752128636
346	0.07518164457
347	0.07512847899
348	0.07509130635
349	0.07501508586
350	0.07497329796
351	0.07491757546
352	0.07488813527
353	0.07483064801
354	0.07476088708
355	0.07469811015
356	0.07463846689
357	0.07461384955
358	0.07457346615
359	0.07452116115
360	0.07447084386
361	0.07441491486
362	0.07436817759
363	0.07432217134
364	0.07426577875
365	0.07423036777
366	0.07415346287
367	0.07410149518
368	0.0740506032
369	0.07400527841
370	0.07396311296
371	0.0739170496
372	0.07388069062
373	0.07383381669
374	0.07379371561
375	0.07374854304
376	0.07371036588
377	0.07364037267
378	0.07361020934
379	0.0735772523
380	0.07351073791
381	0.07335847792
382	0.07318883417
383	0.073151946
384	0.07311374238
385	0.0730339225
386	0.07299452979
387	0.07295678052
388	0.07288749628
389	0.07282530505
390	0.07277416058
391	0.0726668565
392	0.07257397843
393	0.07244097136
394	0.07234489882
395	0.0723160509
396	0.07224013043
397	0.07211664042
398	0.07206164327
399	0.0719532304
400	0.07188102162
401	0.071791997
402	0.07173538668
403	0.07171040101
404	0.07160341784
405	0.07153857039
406	0.07150772231
407	0.07138964325
408	0.07134015605
409	0.07129598067
410	0.07120921371
411	0.0711324668
412	0.07109424518
413	0.07104194401
414	0.07096215597
415	0.07089409482
416	0.07077054879
417	0.07073500131
418	0.07065207499
419	0.07059468318
420	0.07053848898
421	0.07047938603
422	0.07039366187
423	0.0703433599
424	0.07031076849
425	0.07024270356
426	0.07020204523
427	0.07013434976
428	0.07002546886
429	0.06998563972
430	0.0699589251
431	0.06990364546
432	0.06985233043
433	0.06980149191
434	0.06974297527
435	0.06969478377
436	0.06963714545
437	0.06958001874
438	0.06953132563
439	0.06949805776
440	0.06944351174
441	0.06936926702
442	0.06931225981
443	0.06927211794
444	0.06921451554
445	0.06918941416
446	0.06911324882
447	0.06905040446
448	0.06903359923
449	0.06901315859
450	0.06898688386
451	0.06894222008
452	0.0688625228
453	0.06880938693
454	0.06876410431
455	0.0687190096
456	0.06867131839
457	0.06862527455
458	0.06855184351
459	0.06849555421
460	0.06845415188
461	0.0684131399
462	0.06837276308
463	0.06833456725
464	0.06832270841
465	0.06826820489
466	0.06820446775
467	0.06817308787
468	0.06811099395
469	0.06807021286
470	0.0680324153
471	0.06797983661
472	0.06795815984
473	0.06793284201
474	0.06787815345
475	0.06780432492
476	0.06777034219
477	0.06772036499
478	0.06767309811
479	0.06762530627
480	0.06760279146
481	0.06758500247
482	0.06752833206
483	0.06747101273
484	0.06742401499
485	0.06733342594
486	0.06729659514
487	0.06725344558
488	0.06719823868
489	0.0671616283
490	0.06711929589
491	0.06709128883
492	0.06699760756
493	0.06694510835
494	0.0669023429
495	0.06687367152
496	0.06679635867
497	0.06674720434
498	0.06668109783
499	0.06662258879
500	0.06660179545
501	0.06658059925
502	0.06653827935
503	0.06650182014
504	0.06646442685
505	0.06641220095
506	0.06636094655
507	0.06633706311
508	0.06628622014
509	0.06622378471
510	0.06620864732
511	0.0661513941
512	0.06613323743
513	0.06607833985
514	0.06603280829
515	0.06598430243
516	0.06589281279
517	0.06586444727
518	0.06582048403
519	0.06578158616
520	0.06571369928
521	0.0656736955
522	0.06562733961
523	0.06556384161
524	0.06553495948
525	0.06551018498
526	0.06546053914
527	0.06540937418
528	0.06537627157
529	0.06531802876
530	0.06525471843
531	0.06517872886
532	0.0651282296
533	0.06510474465
534	0.06505790659
535	0.0649780465
536	0.06491277512
537	0.06487131722
538	0.06478391694
539	0.06474974782
540	0.06469880159
541	0.06464326054
542	0.0645806742
543	0.06453627463
544	0.06447287247
545	0.06442828688
546	0.06439127628
547	0.06434623669
548	0.06432050497
549	0.06429616046
550	0.06423564279
551	0.06420263843
552	0.06413611369
553	0.06408809098
554	0.06402374519
555	0.0639957477
556	0.06393396433
557	0.06388654879
558	0.06384059239
559	0.06380336022
560	0.06375463625
561	0.0637295238
562	0.0637198196
563	0.06368154214
564	0.06363458595
565	0.06358896834
566	0.063560483
567	0.06350214771
568	0.06346229803
569	0.06344058698
570	0.06339955109
571	0.06336748799
572	0.06332169567
573	0.06325658895
574	0.06323403623
575	0.06317134604
576	0.06315498797
577	0.06305665294
578	0.06300342539
579	0.06296342815
580	0.06292868034
581	0.06289082624
582	0.06284610627
583	0.06280987393
584	0.06276917096
585	0.06272890419
586	0.06268496175
587	0.06265848513
588	0.0626208559
589	0.06258645063
590	0.06255573679
591	0.06252334685
592	0.0624450644
593	0.06240550069
594	0.06238447141
595	0.06233514127
596	0.06228528666
597	0.06227621602
598	0.06221098551
599	0.06216925932
600	0.06208235457
601	0.06205603627
602	0.06200742497
603	0.06195786163
604	0.06193083676
605	0.0618515134
606	0.06179044154
607	0.0617605973
608	0.06172618832
609	0.06165276594
610	0.06160289629
611	0.06155174366
612	0.06149545909
613	0.06145199799
614	0.06142424753
615	0.06140076319
616	0.06138556703
617	0.06133759133
618	0.06128191953
619	0.0612520154
620	0.06118090392
621	0.06112323647
622	0.06108972415
623	0.06103725537
624	0.06099772176
625	0.06097138055
626	0.06093551166
627	0.0609079199
628	0.06089835031
629	0.06086892637
630	0.06085074893
631	0.06082194955
632	0.0607780368
633	0.06075572371
634	0.06072113385
635	0.060685458
636	0.06064855084
637	0.06059105464
638	0.06053063766
639	0.06050021979
640	0.0604782613
641	0.06046326522
642	0.06043650696
643	0.0603990877
644	0.06031880981
645	0.06027958302
646	0.06023103012
647	0.06016970603
648	0.06014604706
649	0.0601084086
650	0.06004874716
651	0.06000933504
652	0.0599489489
653	0.05989873097
654	0.05985277085
655	0.05978336679
656	0.05975169586
657	0.05970804393
658	0.05965649455
659	0.05960892372
660	0.05957380485
661	0.0594967317
662	0.05947766578
663	0.05943089989
664	0.05932727163
665	0.05929447859
666	0.05927045227
667	0.05923667625
668	0.05918867679
669	0.05915998547
670	0.05912015343
671	0.05907971056
672	0.05904718465
673	0.05900226111
674	0.0589689075
675	0.0589224133
676	0.05887113072
677	0.0587779316
678	0.0587542987
679	0.05873171875
680	0.05870806911
681	0.05862548191
682	0.05860132738
683	0.05857327711
684	0.05855915005
685	0.05852666984
686	0.05844407637
687	0.05842174658
688	0.05840076585
689	0.05834501068
690	0.05832160648
691	0.05829879099
692	0.05827970386
693	0.05824357567
694	0.05821790941
695	0.05821419316
696	0.05819945764
697	0.05818142158
698	0.05814223058
699	0.05811083537
700	0.05807667929
701	0.05802332976
702	0.05800881972
703	0.05794295418
704	0.05790498035
705	0.05786326156
706	0.05780664143
707	0.05776075014
708	0.05773593494
709	0.0576769009
710	0.05760927198
711	0.05757971492
712	0.05746066337
713	0.05742514202
714	0.05736134405
715	0.05734066558
716	0.05731759745
717	0.05729862891
718	0.05725452099
719	0.05722515282
720	0.0571695446
721	0.05714086651
722	0.05712378964
723	0.05708022667
724	0.05703042342
725	0.05700312673
726	0.05697759341
727	0.05692047686
728	0.0568862678
729	0.05684248461
730	0.05680684253
731	0.0567642754
732	0.05669218443
733	0.05662157368
734	0.05660348976
735	0.05657928732
736	0.05655464532
737	0.05650622284
738	0.05648608784
739	0.05644128554
740	0.05641382273
741	0.05638573483
742	0.05635559054
743	0.05634217281
744	0.05630388624
745	0.05627430202
746	0.05624637457
747	0.05618113812
748	0.05614792561
749	0.0561278026
750	0.05610532064
751	0.05609607197
752	0.05607362196
753	0.05605021873
754	0.05602367624
755	0.05601217522
756	0.05596989508
757	0.05587804698
758	0.05585388489
759	0.05583883215
760	0.05581116608
761	0.05575966784
762	0.05574841624
763	0.05569340789
764	0.05566200081
765	0.05560556934
766	0.05556407772
767	0.05552519638
768	0.0554987784
769	0.05547342959
770	0.05543631786
771	0.05540033364
772	0.05537857023
773	0.0553403738
774	0.05528311899
775	0.05523594306
776	0.05522570857
777	0.05517693074
778	0.0551507304
779	0.05508549003
780	0.05506028194
781	0.0550307342
782	0.05501025481
783	0.05493689561
784	0.05490859499
785	0.05487099278
786	0.05483956695
787	0.05481693919
788	0.05477291426
789	0.05472683977
790	0.05469912141
791	0.05468697663
792	0.05466500184
793	0.05460371008
794	0.05454472464
795	0.05451683249
796	0.0544921479
797	0.05446373418
798	0.05442118321
799	0.05440647498
800	0.05436803564
801	0.05430451452
802	0.05428224423
803	0.05424846178
804	0.05419891437
805	0.05415447628
806	0.05411070715
807	0.05406284949
808	0.05402901101
809	0.0539822183
810	0.05394243676
811	0.05393011462
812	0.05387117626
813	0.05385601313
814	0.05381562841
815	0.05379821593
816	0.05378089395
817	0.05373062533
818	0.05370310218
819	0.05366521707
820	0.05364616868
821	0.05362701656
822	0.05356839936
823	0.05351145091
824	0.05349514687
825	0.05345838075
826	0.05339786095
827	0.05335183787
828	0.05331321721
829	0.05328999809
830	0.05327489056
831	0.05325175065
832	0.05323455501
833	0.05320259054
834	0.05318942987
835	0.05314311905
836	0.05312822499
837	0.05307900865
838	0.0530524065
839	0.0530042875
840	0.05294591403
841	0.05293263312
842	0.0528941057
843	0.05287628546
844	0.05286320172
845	0.05282363512
846	0.05277122079
847	0.05272763875
848	0.05268538664
849	0.05266539484
850	0.05257545238
851	0.052544711
852	0.05251185524
853	0.05246974035
854	0.05242669136
855	0.05240578224
856	0.05234298006
857	0.05231545395
858	0.05228357474
859	0.0522655572
860	0.05220888492
861	0.05217766407
862	0.05215524262
863	0.05211935491
864	0.0521025762
865	0.05206776826
866	0.0520162014
867	0.05198970939
868	0.05196339587
869	0.05194616923
870	0.05189150431
871	0.05185168688
872	0.05181265506
873	0.05179884321
874	0.0517892358
875	0.05175648878
876	0.05172517779
877	0.051680639
878	0.05159898738
879	0.05156551398
880	0.05150972566
881	0.05148370968
882	0.05145424346
883	0.05141752255
884	0.05138561653
885	0.0513726732
886	0.05135268129
887	0.05133555734
888	0.05128231271
889	0.05125673714
890	0.05123425902
891	0.05121141037
892	0.05119226037
893	0.05115308133
894	0.05111079502
895	0.05105992932
896	0.05101479979
897	0.05100402934
898	0.05094598988
899	0.05092386259
900	0.05088387759
901	0.05087075697
902	0.05084474127
903	0.05081281598
904	0.05077729385
905	0.05074772385
906	0.05073157627
907	0.05069031102
908	0.05066416002
909	0.05059828353
910	0.05054409928
911	0.05051330298
912	0.05043503472
913	0.05041580283
914	0.0503963714
915	0.05032901778
916	0.05030157604
917	0.05024059019
918	0.05020131131
919	0.0501754694
920	0.05011337557
921	0.05010139206
922	0.05007289421
923	0.04997958539
924	0.04995677891
925	0.04993480123
926	0.04989612629
927	0.04986899147
928	0.04985507531
929	0.04981453999
930	0.04975990643
931	0.04971287048
932	0.04970506313
933	0.04968726353
934	0.04962988115
935	0.04960740907
936	0.0495696907
937	0.04953200142
938	0.04950889879
939	0.04947495778
940	0.04945407812
941	0.0494290479
942	0.04941468393
943	0.04938264189
944	0.04936968205
945	0.04932364611
946	0.04927033265
947	0.0492454998
948	0.04917948424
949	0.0491523804
950	0.04911121405
951	0.04908830425
952	0.04906057541
953	0.04902554274
954	0.04898119823
955	0.04896231508
956	0.0489073572
957	0.04888184558
958	0.0488405799
959	0.04878536697
960	0.04875810709
961	0.04873289463
962	0.04872038643
963	0.04871099833
964	0.04868635576
965	0.04865346365
966	0.0486235375
967	0.04859777152
968	0.04855515903
969	0.04853340397
970	0.0484919054
971	0.0484805364
972	0.04847747898
973	0.04843978059
974	0.0483815384
975	0.04836584847
976	0.04834018046
977	0.0483186681
978	0.04828201429
979	0.04826603699
980	0.04824223262
981	0.04820665028
982	0.04819444256
983	0.048156412
984	0.04812660532
985	0.04809383755
986	0.04808406828
987	0.04807577499
988	0.04804266372
989	0.04800683233
990	0.04798377649
991	0.04795342389
992	0.04791428428
993	0.04785226286
994	0.04782372422
995	0.04779044303
996	0.04776087963
997	0.0477272378
998	0.04769513285
999	0.04766618173
